timestamp,method,source,frame_idx,latency_ms,fps_inst,cpu_pct,ram_mb,detections
2025-09-09T19:45:06.073701,BBoxes-YOLOv4tiny,webcam,0,6145.884,0.163,16.1,337.71,0
2025-09-09T19:45:06.676702,BBoxes-YOLOv4tiny,webcam,1,585.738,1.707,88.2,344.02,0
2025-09-09T19:45:07.110546,BBoxes-YOLOv4tiny,webcam,2,420.933,2.376,89.2,345.02,0
2025-09-09T19:45:07.523415,BBoxes-YOLOv4tiny,webcam,3,401.158,2.493,90.3,345.02,0
2025-09-09T19:45:07.946670,BBoxes-YOLOv4tiny,webcam,4,409.556,2.442,89.9,345.02,0
2025-09-09T19:45:08.376712,BBoxes-YOLOv4tiny,webcam,5,417.392,2.396,88.8,345.18,1
2025-09-09T19:45:08.820987,BBoxes-YOLOv4tiny,webcam,6,436.059,2.293,90.5,345.18,1
2025-09-09T19:45:09.238977,BBoxes-YOLOv4tiny,webcam,7,406.827,2.458,90.4,345.18,1
2025-09-09T19:45:09.657433,BBoxes-YOLOv4tiny,webcam,8,406.889,2.458,91.5,345.18,1
2025-09-09T19:45:10.082133,BBoxes-YOLOv4tiny,webcam,9,413.552,2.418,90.6,345.18,1
2025-09-09T19:45:10.536262,BBoxes-YOLOv4tiny,webcam,10,442.354,2.261,94.0,345.59,1
2025-09-09T19:45:11.032356,BBoxes-YOLOv4tiny,webcam,11,482.375,2.073,87.3,345.59,0
2025-09-09T19:45:11.445827,BBoxes-YOLOv4tiny,webcam,12,402.707,2.483,91.5,345.59,1
2025-09-09T19:45:11.980532,BBoxes-YOLOv4tiny,webcam,13,519.139,1.926,86.9,345.59,1
2025-09-09T19:45:12.401544,BBoxes-YOLOv4tiny,webcam,14,407.314,2.455,90.5,345.59,1
2025-09-09T19:45:12.817292,BBoxes-YOLOv4tiny,webcam,15,403.069,2.481,90.9,345.59,0
2025-09-09T19:45:13.255932,BBoxes-YOLOv4tiny,webcam,16,427.388,2.34,89.7,345.59,0
2025-09-09T19:45:13.679059,BBoxes-YOLOv4tiny,webcam,17,411.731,2.429,91.1,345.59,1
2025-09-09T19:45:14.105451,BBoxes-YOLOv4tiny,webcam,18,415.161,2.409,91.2,345.59,1
2025-09-09T19:45:14.526936,BBoxes-YOLOv4tiny,webcam,19,410.104,2.438,91.1,345.59,1
2025-09-09T19:45:14.944055,BBoxes-YOLOv4tiny,webcam,20,405.963,2.463,90.3,345.59,0
2025-09-09T19:45:15.399701,BBoxes-YOLOv4tiny,webcam,21,442.046,2.262,90.1,345.59,0
2025-09-09T19:45:15.823830,BBoxes-YOLOv4tiny,webcam,22,412.902,2.422,90.5,345.59,1
2025-09-09T19:45:16.243753,BBoxes-YOLOv4tiny,webcam,23,407.188,2.456,90.4,345.59,1
2025-09-09T19:45:16.666164,BBoxes-YOLOv4tiny,webcam,24,411.261,2.432,91.1,345.59,0
2025-09-09T19:45:17.077329,BBoxes-YOLOv4tiny,webcam,25,399.791,2.501,90.9,345.59,0
2025-09-09T19:45:17.521407,BBoxes-YOLOv4tiny,webcam,26,432.897,2.31,90.3,345.59,1
2025-09-09T19:45:17.946374,BBoxes-YOLOv4tiny,webcam,27,413.617,2.418,91.2,345.59,1
2025-09-09T19:45:18.362385,BBoxes-YOLOv4tiny,webcam,28,404.875,2.47,91.1,345.59,1
2025-09-09T19:45:18.798168,BBoxes-YOLOv4tiny,webcam,29,422.449,2.367,90.8,345.59,1
2025-09-09T19:45:19.219848,BBoxes-YOLOv4tiny,webcam,30,410.552,2.436,91.1,345.59,1
2025-09-09T19:45:19.658341,BBoxes-YOLOv4tiny,webcam,31,425.666,2.349,89.8,345.59,1
2025-09-09T19:45:20.073657,BBoxes-YOLOv4tiny,webcam,32,403.077,2.481,91.0,345.59,1
2025-09-09T19:45:20.498230,BBoxes-YOLOv4tiny,webcam,33,411.074,2.433,90.6,345.59,1
2025-09-09T19:45:20.918960,BBoxes-YOLOv4tiny,webcam,34,409.558,2.442,91.2,345.59,1
2025-09-09T19:45:21.338417,BBoxes-YOLOv4tiny,webcam,35,408.062,2.451,91.0,345.59,1
2025-09-09T19:45:21.790233,BBoxes-YOLOv4tiny,webcam,36,440.569,2.27,89.6,345.59,1
2025-09-09T19:45:22.214877,BBoxes-YOLOv4tiny,webcam,37,411.282,2.431,90.6,345.59,0
2025-09-09T19:45:22.632836,BBoxes-YOLOv4tiny,webcam,38,406.828,2.458,90.9,345.59,0
2025-09-09T19:45:23.043081,BBoxes-YOLOv4tiny,webcam,39,397.628,2.515,90.3,345.59,0
2025-09-09T19:45:23.463598,BBoxes-YOLOv4tiny,webcam,40,409.437,2.442,91.0,345.59,1
2025-09-09T19:45:23.917650,BBoxes-YOLOv4tiny,webcam,41,442.476,2.26,90.7,345.59,0
2025-09-09T19:45:24.346164,BBoxes-YOLOv4tiny,webcam,42,417.049,2.398,91.8,345.59,0
2025-09-09T19:45:24.771135,BBoxes-YOLOv4tiny,webcam,43,413.693,2.417,90.6,345.59,0
2025-09-09T19:45:25.203887,BBoxes-YOLOv4tiny,webcam,44,421.626,2.372,91.4,345.59,0
2025-09-09T19:45:25.623208,BBoxes-YOLOv4tiny,webcam,45,406.044,2.463,90.5,345.59,1
2025-09-09T19:45:26.071768,BBoxes-YOLOv4tiny,webcam,46,437.265,2.287,90.4,345.59,1
2025-09-09T19:45:26.498846,BBoxes-YOLOv4tiny,webcam,47,414.397,2.413,91.2,345.59,0
2025-09-09T19:45:26.919360,BBoxes-YOLOv4tiny,webcam,48,407.24,2.456,90.5,345.59,1
2025-09-09T19:45:27.330856,BBoxes-YOLOv4tiny,webcam,49,400.197,2.499,90.9,345.59,0
2025-09-09T19:45:27.752566,BBoxes-YOLOv4tiny,webcam,50,410.557,2.436,91.0,345.59,0
2025-09-09T19:45:28.206850,BBoxes-YOLOv4tiny,webcam,51,442.5,2.26,89.7,345.59,0
2025-09-09T19:45:28.626001,BBoxes-YOLOv4tiny,webcam,52,408.016,2.451,91.0,345.59,0
2025-09-09T19:45:29.049014,BBoxes-YOLOv4tiny,webcam,53,409.781,2.44,90.5,345.59,0
2025-09-09T19:45:29.471327,BBoxes-YOLOv4tiny,webcam,54,407.831,2.452,90.6,345.59,0
2025-09-09T19:45:29.891020,BBoxes-YOLOv4tiny,webcam,55,408.184,2.45,91.1,345.59,0
2025-09-09T19:45:30.338688,BBoxes-YOLOv4tiny,webcam,56,436.392,2.292,90.4,345.59,0
2025-09-09T19:45:30.762272,BBoxes-YOLOv4tiny,webcam,57,412.317,2.425,91.2,345.59,0
2025-09-09T19:45:31.185417,BBoxes-YOLOv4tiny,webcam,58,412.067,2.427,90.6,345.59,0
2025-09-09T19:45:31.606792,BBoxes-YOLOv4tiny,webcam,59,409.941,2.439,91.1,345.59,0
2025-09-09T19:45:32.046243,BBoxes-YOLOv4tiny,webcam,60,428.282,2.335,90.3,345.59,0
2025-09-09T19:45:32.493071,BBoxes-YOLOv4tiny,webcam,61,433.521,2.307,89.4,345.59,0
2025-09-09T19:45:32.905589,BBoxes-YOLOv4tiny,webcam,62,400.058,2.5,90.9,345.59,0
2025-09-09T19:45:33.317132,BBoxes-YOLOv4tiny,webcam,63,400.115,2.499,90.7,345.59,0
2025-09-09T19:45:33.731295,BBoxes-YOLOv4tiny,webcam,64,402.867,2.482,91.1,345.59,0
2025-09-09T19:45:34.143099,BBoxes-YOLOv4tiny,webcam,65,400.565,2.496,90.9,345.59,0
2025-09-09T19:45:34.586965,BBoxes-YOLOv4tiny,webcam,66,432.625,2.311,89.9,345.59,1
2025-09-09T19:45:34.999161,BBoxes-YOLOv4tiny,webcam,67,400.831,2.495,90.9,345.59,1
2025-09-09T19:45:35.411513,BBoxes-YOLOv4tiny,webcam,68,401.226,2.492,91.5,345.59,1
2025-09-09T19:45:35.824440,BBoxes-YOLOv4tiny,webcam,69,399.684,2.502,89.7,345.59,0
2025-09-09T19:45:36.239320,BBoxes-YOLOv4tiny,webcam,70,401.968,2.488,91.0,345.59,0
2025-09-09T19:45:36.679391,BBoxes-YOLOv4tiny,webcam,71,428.451,2.334,90.4,345.59,0
2025-09-09T19:45:37.094904,BBoxes-YOLOv4tiny,webcam,72,404.327,2.473,91.0,345.59,0
2025-09-09T19:45:37.503894,BBoxes-YOLOv4tiny,webcam,73,397.818,2.514,90.2,345.59,0
2025-09-09T19:45:37.994930,BBoxes-YOLOv4tiny,webcam,74,479.807,2.084,89.7,345.59,0
2025-09-09T19:45:38.430985,BBoxes-YOLOv4tiny,webcam,75,422.284,2.368,90.3,345.59,0
2025-09-09T19:45:38.878003,BBoxes-YOLOv4tiny,webcam,76,435.529,2.296,90.4,345.59,0
2025-09-09T19:45:39.301270,BBoxes-YOLOv4tiny,webcam,77,410.007,2.439,89.9,345.59,0
2025-09-09T19:45:39.727397,BBoxes-YOLOv4tiny,webcam,78,413.668,2.417,90.6,345.59,0
2025-09-09T19:45:40.152901,BBoxes-YOLOv4tiny,webcam,79,414.091,2.415,90.5,345.59,0
2025-09-09T19:45:40.576716,BBoxes-YOLOv4tiny,webcam,80,412.643,2.423,91.6,345.59,0
2025-09-09T19:45:41.027410,BBoxes-YOLOv4tiny,webcam,81,439.413,2.276,89.4,345.59,1
2025-09-09T19:45:41.446907,BBoxes-YOLOv4tiny,webcam,82,408.447,2.448,91.0,345.59,1
2025-09-09T19:45:41.859523,BBoxes-YOLOv4tiny,webcam,83,402.228,2.486,91.0,345.59,1
2025-09-09T19:45:42.279978,BBoxes-YOLOv4tiny,webcam,84,409.719,2.441,91.0,345.59,1
2025-09-09T19:45:42.707858,BBoxes-YOLOv4tiny,webcam,85,417.145,2.397,91.7,345.59,0
