timestamp,method,source,frame_idx,latency_ms,fps_inst,cpu_pct,ram_mb,detections
2025-09-12T19:47:28.748914,KeyPoints-resnet50,webcam,0,26094.6,0.0,0.0,826.79296875,0
2025-09-12T19:47:28.751358,KeyPoints-resnet50,webcam,1,26094.6,0.0,0.0,826.79296875,0
2025-09-12T19:48:13.960357,KeyPoints-resnet50,webcam,2,29038.3,0.88,0.0,799.875,1
2025-09-12T19:48:13.962501,KeyPoints-resnet50,webcam,3,29038.3,0.88,0.0,799.875,1
2025-09-12T19:48:43.657144,KeyPoints-resnet50,webcam,4,28336.0,0.48,0.0,814.08984375,1
2025-09-12T19:48:43.659186,KeyPoints-resnet50,webcam,5,28336.0,0.48,0.0,814.08984375,1
2025-09-12T19:49:29.573631,KeyPoints-resnet50,webcam,6,28779.6,0.89,0.0,800.8046875,1
2025-09-12T19:49:29.574330,KeyPoints-resnet50,webcam,7,28779.6,0.89,0.0,800.8046875,1
2025-09-12T19:49:59.670532,KeyPoints-resnet50,webcam,8,30038.4,0.47,0.0,800.84375,1
2025-09-12T19:49:59.671718,KeyPoints-resnet50,webcam,9,30038.4,0.47,0.0,800.84375,1
2025-09-12T19:50:31.277532,KeyPoints-resnet50,webcam,10,30321.5,0.32,0.0,830.58984375,1
2025-09-12T19:50:31.279839,KeyPoints-resnet50,webcam,11,30321.5,0.32,0.0,830.58984375,1
