metric,KP_minus_BB,delta_pct_vs_BB
fps_mean,-2.352244343891403,-98.82524706501871
latency_ms_mean,35347.64481900453,7672.86287111722
cpu_percent_mean,10.003676470588232,11.115650149107394
ram_mb_mean,416.68809954751134,120.60652641798642
efficiency_fps_per_10cpu,-0.2616819702602231,-98.94276554796299
