metric,Flower_minus_Local,delta_pct_vs_Local
fps_mean,0.038853225348110865,1.6594349950602378
latency_ms_mean,31.57647215117936,7.3586401064541205
cpu_percent_mean,-9.520584683148613,-9.566801113649333
ram_mb_mean,36.91218101733443,11.961884938080772
efficiency_fps_per_10cpu,0.029206279446182787,12.41384386149807
slow_frames_vs_localP95_%,4.244813867576016,79.87967914438504
